stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,stop_timezone,wheelchair_boarding
458,651,"San Andres & Anapamu",,34.415801,-119.712188,,,,,,2
459,652,"San Andres & Micheltorena",,34.418829,-119.716366,,,,,,2
460,653,"San Andres & Canon Perdido",,34.413663,-119.709300,,,,,,2
461,655,"San Andres & Pedregosa",,34.422341,-119.721157,,,,,,2
462,656,"San Andres & Sola",,34.417592,-119.714690,,,,,,2
463,660,"Calle Real & Jenna",,34.436617,-119.898376,,,,,,2
464,662,"Carpinteria & City Hall",,34.390780,-119.506561,,,,,,2
465,663,"Carpinteria & City Hall",,34.390717,-119.506761,,,,,,2
466,664,"Carpinteria & Motel 6",,34.393057,-119.511234,,,,,,2
467,665,"Carpinteria & Holly",,34.400487,-119.520333,,,,,,2
468,667,"Carrillo & Bath",,34.417825,-119.705588,,,,,,2
469,668,"Carrillo & Vista Del Pueblo",,34.411297,-119.715355,,,,,,2
470,670,"Cathedral Oaks & Cambridge",,34.451324,-119.819789,,,,,,2
471,671,"Cathedral Oaks & Camino Cascada",,34.452323,-119.817751,,,,,,2
472,672,"Cathedral Oaks & Camino Laguna Vista",,34.448477,-119.849833,,,,,,2
473,673,"Cathedral Oaks & El Sueno",,34.449664,-119.770187,,,,,,2
474,674,"Cathedral Oaks & Glen Annie",,34.440864,-119.873883,,,,,,2
475,675,"Cathedral Oaks & Kellogg",,34.452850,-119.813430,,,,,,2
476,676,"Cathedral oaks & Los Carneros",,34.445670,-119.855776,,,,,,2
477,677,"Cathedral Oaks & Ribera",,34.451486,-119.800590,,,,,,2
478,678,"Cathedral Oaks & San Marcos",,34.451431,-119.796469,,,,,,2
479,679,"Cathedral Oaks & Santa Marguerita",,34.451194,-119.837189,,,,,,2
480,680,"Cathedral Oaks & Turnpike",,34.451485,-119.790789,,,,,,2
481,681,"Cathedral Oaks & Windsor",,34.450926,-119.844361,,,,,,2
483,689,"Cliff & La Marina",,34.402765,-119.707811,,,,,,2
485,691,"Coast Village & Butterfly",,34.421415,-119.648180,,,,,,2
486,693,"Coast Village & Middle",,34.421014,-119.644010,,,,,,2
487,694,"Coronel & Wentworth",,34.411246,-119.701558,,,,,,2
489,696,"Cota & Garden",,34.421081,-119.693328,,,,,,2
492,699,"Cota & Quarantina",,34.425045,-119.689166,,,,,,2
493,7,"Montecito & Milpas",,34.424932,-119.682200,,,,,,2
494,700,"Cota & Anacapa",,34.419373,-119.695157,,,,,,2
495,701,"County Health & Social Services",,34.443896,-119.779060,,,,,,2
496,702,"County Health & Social Services",,34.443758,-119.779136,,,,,,2
497,703,"County Health",,34.444594,-119.780470,,,,,,2
498,704,"County Health & Veteran Clinic",,34.443035,-119.777906,,,,,,2
499,705,"County Health & Veteran Clinic",,34.443036,-119.778007,,,,,,2
500,706,"De La Guerra & Milpas",,34.428940,-119.689475,,,,,,2
501,707,"De La Guerra & Olive",,34.424829,-119.693849,,,,,,2
502,708,"De La Guerra & Olive",,34.425025,-119.693469,,,,,,2
503,709,"De La Guerra & Quarantina",,34.426909,-119.691627,,,,,,2
504,710,"De La Guerra & Quarantina",,34.427136,-119.691232,,,,,,2
505,711,"De La Guerra & Salsipuedes",,34.425881,-119.692732,,,,,,2
506,713,"East Valley & Glen Oaks",,34.439162,-119.620731,,,,,,2
507,714,"East Valley & Hot Springs",,34.436108,-119.640962,,,,,,2
508,715,"East Valley & Lilac",,34.438116,-119.610185,,,,,,2
509,716,"East Valley & San Ysidro",,34.436956,-119.632321,,,,,,2
510,717,"East Valley & Birnam Wood",,34.438780,-119.612877,,,,,,2
511,719,"El Colegio & Stadium",,34.416898,-119.853300,,,,,,2
512,720,"Ellwood Station & San Blanco",,34.433708,-119.884987,,,,,,2
513,721,"Encina & Calle Real",,34.441833,-119.827780,,,,,,2
514,722,"Encina Road & Encina Lane",,34.442820,-119.828160,,,,,,2
515,727,"Fairview & Fowler",,34.427112,-119.830390,,,,,,2
516,728,"Fairview & Carson",,34.433392,-119.830486,,,,,,2
517,730,"Foothill & La Colina JHS",,34.451595,-119.757295,,,,,,2
520,75,"Rancheria & Gutierrez",,34.410384,-119.699705,,,,,,2
522,753,"Hollister & Cannon Green",,34.429823,-119.883074,,,,,,2
525,756,"Hollister & Palo Alto",,34.429695,-119.890464,,,,,,2
527,765,"Hot Springs & East Valley",,34.435821,-119.641420,,,,,,2
528,766,"Hot Springs & Pepper",,34.433200,-119.640950,,,,,,2
529,767,"Hot Springs & School House",,34.432600,-119.640780,,,,,,2
530,77,"Calle Real & Jenna",,34.436588,-119.898208,,,,,,2
531,771,"La Cumbre & Pueblo",,34.451623,-119.751161,,,,,,2
532,772,"La Cumbre & Foothill",,34.454905,-119.751177,,,,,,2
533,774,"Las Positas & Stanley",,34.435670,-119.733539,,,,,,2
534,776,"Ortega Hill & Evans",,34.421575,-119.602367,,,,,,2
535,778,"Lillie & Greenwell",,34.418655,-119.590435,,,,,,2
536,78,"Brandon & Evergreen",,34.439787,-119.892721,,,,,,2
539,788,"Meigs & La Coronilla",,34.408498,-119.720905,,,,,,2
540,789,"Meigs & Aurora",,34.405776,-119.721040,,,,,,2
541,79,"Hollister & Santa Barbara Shores",,34.429663,-119.892777,,,,,,2
545,795,"Micheltorena & State",,34.426462,-119.707922,,,,,,2
549,8,"Salinas & Montecito",,34.428849,-119.676590,,,,,,2
556,811,"Modoc & La Cumbre Country Club",,34.435676,-119.751670,,,,,,2
557,814,"State & Calle Laureles",,34.440314,-119.727960,,,,,,2
559,816,"State & Arrellaga",,34.426886,-119.709439,,,,,,2
562,819,"State & Constance",,34.436151,-119.722109,,,,,,2
563,82,"Cathedral Oaks & Fairview 82",,34.451331,-119.830168,,,,,,2
567,823,"State & Hope",,34.440345,-119.746336,,,,,,2
569,825,"State & Mason",,34.412955,-119.690115,,,,,,2
573,83,"Foothill & Cieneguitas",,34.451575,-119.760153,,,,,,2
574,830,"State & Quinto",,34.435289,-119.720929,,,,,,2
575,831,"State & Ontare",,34.440325,-119.739774,,,,,,2
577,834,"Ocean & Sabado Tarde",,34.410890,-119.853462,,,,,,2
578,836,"Olive Mill & Coast Village",,34.421903,-119.640040,,,,,,2
579,838,"Olive Mill & Hot Springs",,34.428640,-119.640856,,,,,,2
580,839,"Olive Mill & Olive Mill Lane",,34.423941,-119.640254,,,,,,2
581,840,"Olive Mill & Hot Springs",,34.428730,-119.640732,,,,,,2
582,846,"Rancheria & Gutierrez",,34.410534,-119.699714,,,,,,2
583,85,"Hollister & Patterson",,34.435111,-119.810010,,,,,,2
584,856,"Salisbury & Padova",,34.437079,-119.895155,,,,,,2
585,858,"San Marcos & Calle Real",,34.442538,-119.797363,,,,,,2
586,861,"San Onofre & Las Positas",,34.432328,-119.733450,,,,,,2
587,863,"San Pascual & Ortega",,34.412529,-119.705000,,,,,,2
588,864,"San Ysidro & Monte Vista",,34.426394,-119.631460,,,,,,2
589,865,"State & Yanonali",,34.414055,-119.691950,,,,,,2
590,867,"San Ysidro & Santa Rosa",,34.432986,-119.631880,,,,,,2
591,868,"San Ysidro & Sinaloa",,34.429185,-119.631550,,,,,,2
593,871,"Sheffield & Birnam Wood Gate",,34.431662,-119.604609,,,,,,2
594,872,"Sheffield & San Leandro",,34.423783,-119.613150,,,,,,2
596,876,"Storke & El Colegio",,34.419003,-119.869570,,,,,,2
597,877,"Storke & Santa Felicia",,34.426371,-119.869870,,,,,,2
598,879,"Storke & Phelps",,34.423789,-119.869860,,,,,,2
600,884,"Calle De Los Amigos & Torino",,34.422514,-119.750308,,,,,,2
601,885,"Torino & Palermo",,34.425021,-119.747420,,,,,,2
602,887,"Treasure & Tallant",,34.431015,-119.732000,,,,,,2
603,890,"University & Patterson",,34.445370,-119.807240,,,,,,2
604,891,"University & Ribera",,34.445226,-119.803329,,,,,,2
606,893,"University & San Marcos",,34.445126,-119.797221,,,,,,2
608,9,"Punta Gorda & Salinas",,34.422963,-119.668508,,,,,,2
609,902,"Via Real & East Padaro",,34.411026,-119.551985,,,,,,2
610,903,"Via Real & Via Real Flowers #3896",,34.407072,-119.547339,,,,,,2
611,904,"Via Real & Nidever",,34.416497,-119.561450,,,,,,2
612,905,"Via Real & Gallup & Stribling #3450",,34.415060,-119.558047,,,,,,2
613,907,"Via Real & Sentar",,34.416662,-119.569033,,,,,,2
614,908,"Via Real & Cramer",,34.404520,-119.527596,,,,,,2
615,909,"Via Real & Toro Canyon",,34.415785,-119.576076,,,,,,2
616,910,"Via Real & West Padaro",,34.417449,-119.584224,,,,,,2
618,912,"Casa De Los Flores",,34.405118,-119.534935,,,,,,2
619,919,"Milpas & Figueroa",,34.431780,-119.692970,,,,,,2
620,92,"Santa Catalina Hall",,34.417525,-119.868010,,,,,,2
621,920,"Milpas & Mason",,34.422338,-119.680071,,,,,,2
623,922,"Junipero & Calle Real",,34.427748,-119.727050,,,,,,2
624,925,"Hollister & Kellogg",,34.435796,-119.821150,,,,,,2
625,926,"Hollister & Puente",,34.437692,-119.783930,,,,,,2
626,927,"Hollister & San Marcos",,34.435391,-119.796320,,,,,,2
627,928,"Hollister & Storke 928",,34.430292,-119.868730,,,,,,2
628,929,"Hollister & Viajero",,34.429796,-119.897653,,,,,,2
632,933,"Cliff & Meigs",,34.401852,-119.723022,,,,,,2
634,939,"Olive Mill & San Benito",,34.423659,-119.640085,,,,,,2
635,940,"Calle Real & E Turnpike",,34.443739,-119.788345,,,,,,2
636,941,"Calle Real & Turnpike East",,34.443651,-119.788596,,,,,,2
637,942,"Calle Real & Kellogg",,34.441237,-119.819380,,,,,,2
638,943,"Cathedral Oaks & La Patera",,34.450805,-119.847155,,,,,,2
639,944,"Figueroa & Anacapa",,34.423279,-119.702191,,,,,,2
640,945,"Figueroa & Santa Barbara",,34.424820,-119.700580,,,,,,2
641,946,"Garden & Carrillo",,34.424741,-119.698688,,,,,,2
642,947,"Garden & Canon Perdido",,34.423547,-119.697049,,,,,,2
643,948,"De La Guerra & Laguna",,34.423995,-119.694548,,,,,,2
644,949,"Coast Village & Hot Springs",,34.422070,-119.651990,,,,,,2
645,95,"Ortega Hill & Evans",,34.421634,-119.600844,,,,,,2
646,950,"North Jameson & La Vuelta",,34.421153,-119.622639,,,,,,2
648,952,"Milpas & Cacique",,34.419746,-119.676150,,,,,,2
649,953,"Garden & Canon Perdido",,34.423915,-119.697363,,,,,,2
650,954,"Via Real & Santa Monica West",,34.404804,-119.532571,,,,,,2
651,955,"Lillie & Olive",,34.419670,-119.594537,,,,,,2
652,956,"Via Real & Santa Monica",,34.404743,-119.529420,,,,,,2
653,959,"Hollister & Entrance",,34.429982,-119.886619,,,,,,2
654,96,"Carpinteria & Seventh",,34.401673,-119.525869,,,,,,2
655,960,"Hollister & Cathedral Oaks 960",,34.430995,-119.905480,,,,,,2
656,961,"Cabrillo & Calle Cesar Chavez",,34.415399,-119.681190,,,,,,2
658,963,"Santa Barbara Airport",,34.425152,-119.835440,,,,,,2
659,965,"Moffett & Goleta Beach",,34.419703,-119.835300,,,,,,2
660,966,"Santa Barbara Airport",,34.425008,-119.835200,,,,,,2
661,97,"Carpinteria & Palm",,34.396497,-119.515319,,,,,,2
662,98,"Via Real & Mark",,34.385270,-119.486667,,,,,,2
663,99,"Carpinteria & Casitas Plaza In",,34.394268,-119.512994,,,,,,2
664,1025,"Turnpike & Cathedral Oaks",,34.450914,-119.790320,,,,,,2
665,1036,"Fairview & Stow Canyon",,34.448666,-119.830779,,,,,,2
666,1037,"Fairview & Berkeley",,34.445966,-119.830775,,,,,,2
667,1082,"Modoc & Portesuello",,34.424735,-119.726180,,,,,,2
668,1084,"Palermo & Portofino",,34.427596,-119.746720,,,,,,2
669,1086,"Castillo & Pershing Park",,34.409457,-119.695892,,,,,,2
670,382,"Turnpike & Ukiah",,34.432549,-119.789752,,,,,,2
671,58,"Santa Barbara  Jr High School",,34.426174,-119.687958,,,,,,2
672,59,"Camino Pescadero & El Colegio 59",,34.416935,-119.858780,,,,,,2
674,647,"Camino Pescadero & El Colegio",,34.416678,-119.858631,,,,,,2
675,67,"Turnpike & La Gama",,34.446617,-119.790411,,,,,,2
676,68,"La Colina JH",,34.451387,-119.758635,,,,,,2
677,69,"Rhoads & Ripley",,34.430451,-119.791498,,,,,,2
678,70,"Walnut & San Lorenzo",,34.430403,-119.802272,,,,,,2
679,72,"Goleta Valley Junior High",,34.448986,-119.835970,,,,,,2
680,726,"Fairview & Encina",,34.443274,-119.830553,,,,,,2
681,773,"Las Positas & Modoc",,34.425859,-119.735344,,,,,,2
684,810,"Modoc & Hacienda",,34.425584,-119.733549,,,,,,2
685,84,"San Marcos High School",,34.440101,-119.789225,,,,,,2
686,847,"Rhoads & La Roda",,34.427411,-119.798720,,,,,,2
687,848,"Rhoads & San Marcos",,34.428081,-119.795769,,,,,,2
688,889,"Turnpike & La Gama",,34.446147,-119.789722,,,,,,2
689,89,"Palermo & Portofino",,34.427564,-119.746890,,,,,,2
690,90,"Modoc & Palmero",,34.429115,-119.742034,,,,,,2
691,914,"Walnut & Rhoads",,34.426878,-119.802372,,,,,,2
692,958,"Hollister & Pacific Oaks",,34.430158,-119.877910,,,,,,2
779,1045,"Hollister & Sumida",,34.435018,-119.813179,,,,,,2
780,126,"Anacapa & Anapamu",,34.424080,-119.702950,,,,,,2
781,180,"Hollister & Aero Camino",,34.431494,-119.848003,,,,,,2
782,251,"State & Alamar",,34.438141,-119.724501,,,,,,2
783,262,"Hollister & Puente",,34.437568,-119.783424,,,,,,2
784,264,"Hollister & Walnut",,34.434737,-119.801836,,,,,,2
785,266,"Hollister & Patterson",,34.434861,-119.809438,,,,,,2
786,271,"Hollister & Lopez",,34.434350,-119.835804,,,,,,2
787,273,"Hollister & La Patera",,34.432855,-119.841708,,,,,,2
788,274,"Hollister & Robin Hill",,34.431927,-119.845667,,,,,,2
789,276,"Hollister & Willow Springs",,34.431171,-119.849878,,,,,,2
790,277,"Hollister & Los Carneros Way",,34.430963,-119.853649,,,,,,2
791,278,"Hollister & Cremona",,34.430791,-119.857232,,,,,,2
792,279,"Hollister & Los Carneros Road",,34.430332,-119.859090,,,,,,2
793,28,"Hollister & Storke",,34.430076,-119.868335,,,,,,2
794,280,"Hollister & Coromar",,34.430373,-119.863106,,,,,,2
795,285,"Hollister & Adams",,34.431265,-119.847942,,,,,,2
796,286,"Hollister & Hartley",,34.433440,-119.838328,,,,,,2
797,287,"Hollister & Griggs",,34.434283,-119.835058,,,,,,2
798,288,"Hollister & Fairview",,34.435679,-119.831435,,,,,,2
799,289,"Hollister & Pine",,34.435713,-119.826232,,,,,,2
800,290,"Hollister & Community Center",,34.435557,-119.823499,,,,,,2
801,293,"Hollister & Auhay West",,34.437948,-119.781390,,,,,,2
802,294,"Hollister & El Mercado",,34.440444,-119.762261,,,,,,2
803,296,"State & De La Vina",,34.440275,-119.731200,,,,,,2
804,371,"Storke & Sierra Madre",,34.419847,-119.869891,,,,,,2
805,372,"Storke & Whittier",,34.422113,-119.869622,,,,,,2
806,520,"Fairview & Carson",,34.432800,-119.830705,,,,,,2
807,752,"Hollister & Auhay East",,34.439300,-119.774186,,,,,,2
808,754,"Hollister & Coromar",,34.430160,-119.862874,,,,,,2
809,755,"Hollister & La Patera",,34.432640,-119.841502,,,,,,2
810,761,"Hollister & Walnut",,34.434982,-119.802570,,,,,,2
811,824,"State & Highway 154",,34.440319,-119.758847,,,,,,2
812,829,"State & Pueblo",,34.433429,-119.718382,,,,,,2
813,87,"Hollister & Arboleda",,34.439699,-119.771946,,,,,,2
814,892,"State & Valerio",,34.428090,-119.711089,,,,,,2
815,930,"Hollister & Ward",,34.435141,-119.816373,,,,,,2
816,931,"Hollister & Los Carneros Way",,34.430724,-119.853635,,,,,,2
817,932,"Hollister & Los Carneros Road",,34.430470,-119.860405,,,,,,2
899,1089,"Via Real & Lomita Lane",,34.386014,-119.489400,,,,,,2
983,1104,"Turnpike & San Gordiano",,34.438929,-119.789490,,,,,,2
1067,1003,"Cathedral Oaks & Patterson",,34.453013,-119.807700,,,,,,2
1069,1085,"La Colina Rd & Pestas Ln (Bishop HS",,34.444241,-119.758900,,,,,,2
1073,1102,"Hollister & Village Way",,34.430184,-119.873870,,,,,,2
1074,683,"Cieneguitas & Foothill",,34.451174,-119.759761,,,,,,2
1075,684,"Cieneguitas & Foothill",,34.451181,-119.759940,,,,,,2
1076,685,"Cieneguitas & Primavera",,34.448060,-119.759580,,,,,,2
1077,686,"Cieneguitas & Primavera",,34.447944,-119.759760,,,,,,2
1078,843,"Primavera & Verano",,34.447855,-119.760640,,,,,,2
1079,898,"Verano & Primavera",,34.447595,-119.760510,,,,,,2
1080,899,"Verano & San Martin",,34.445181,-119.760550,,,,,,2
1081,900,"Verano & San Martin",,34.445351,-119.760350,,,,,,2
1164,1100,"Cathedral Oaks and Brandon",,34.441411,-119.891964,,,,,,2
1165,1110,"Cliff & Las Positas",,34.405195,-119.738485,,,,,,2
1169,1111,"Modoc & Arroyo Verde",,34.427687,-119.739112,,,,,,2
1183,1117,"Pueblo & Castillo Cottage Hospital",,34.429180,-119.723538,,,,,,2
1188,1120,"UCSB North Hall Inbound",,34.415404,-119.847934,,,,,,2
1189,1121,"UCSB Elings Hall Inbound",,34.414983,-119.839624,,,,,,2
1190,1122,"Oak Park Ln. & Junipero",,34.429195,-119.725335,,,,,,2
1191,1123,"Pueblo & Castillo Cottage Hospital",,34.429764,-119.722713,,,,,,2
1192,1124,"State & Hitchcock",,34.440580,-119.744017,,,,,,2
1193,550,"Cathedral Oaks & Rancho SB Mob Home",,34.449353,-119.766952,,,,,,2
1197,1125,"Los Carneros & Karl Storz Inbound",,34.433052,-119.855264,,,,,,2
1199,1126,"Los Carneros & Karl Storz Outbound",,34.433254,-119.855469,,,,,,2
